text,sentiment,video_id,target_neg,target_neu,target_pos,like_count,source_url
"For People who don't use the Extension Currently Likes: 63,000 Dislikes: 1,800,000",negative,iV46TJKL8cU,0.8,0.15,0.05,560,https://www.youtube.com/watch?v=iV46TJKL8cU
this movie was amazing!,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
I Can't Wait For Maleficent 3 Mother Of All Fairies,positive,n0OFH4xpPr4,0.05,0.15,0.8,4,https://www.youtube.com/watch?v=n0OFH4xpPr4
This movie...... 'A shitload of Faeries just died... lets have a fucking wedding party!'....,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"by july 20th, 2024 96,52% dislikes",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Well at least the comment section is more alive than the actual movie.,negative,iV46TJKL8cU,0.8,0.15,0.05,8,https://www.youtube.com/watch?v=iV46TJKL8cU
It came out on my birthday so I cried instead of being happy😢,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"If it wasnt for this comment section, I would of never thought about this movie since release",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Snow Woke and the seven pronaunce,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Everyone is rooting for the poison apple even doctors,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Angelina Jolie is just marvellous !!! I seen it today !!! Im very anxious!!!,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
Uhhh I'm on Maleficent's side Even tho she's a villain ....... Go Maleficent!!!!!😂😂👏👏👏👏👏,positive,n0OFH4xpPr4,0.05,0.15,0.8,449,https://www.youtube.com/watch?v=n0OFH4xpPr4
watching this today so exited,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
I’d rather watch paint dry,negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
This is the funniest comment section I’ve seen,negative,iV46TJKL8cU,0.8,0.15,0.05,20,https://www.youtube.com/watch?v=iV46TJKL8cU
There is no union there will be no wedding. Well well,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
I watched it and... I fell in love with Borra,positive,n0OFH4xpPr4,0.05,0.15,0.8,23,https://www.youtube.com/watch?v=n0OFH4xpPr4
Disney is so lucky YouTube took dislikes off or we would see a new record.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
The trailer gave me depression but then the comment section cured it,negative,iV46TJKL8cU,0.8,0.15,0.05,5384,https://www.youtube.com/watch?v=iV46TJKL8cU
"mirror mirror on the wall, is this why wont the aliens visit us at all?",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Future A third Maleficent film was announced to be in development in September 2021, with Angelina Jolie being attached to the project. The first draft of the script is already written, reportedly by Linda Woolverton and Evan Spiliotopoulos. Disney confirmed that month that the project is in the works, with Jolie expected to reprise her role. In November, during an interview with D23 Inside Disney Podcast about Jolie's film, Eternals, she hinted her return as Maleficent in a third film.",positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Went to this movie tonight. Waited 60 years for this ending to happen. Very good.,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
Snowwhite👁 👁 👄 Snowhite remake👁👄👁,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"Disney: 'It’s a modern update to a timeless legend!' Mirror: 'Updates work for apps, not fairy tales.'""",negative,iV46TJKL8cU,0.8,0.15,0.05,835,https://www.youtube.com/watch?v=iV46TJKL8cU
"""Disney invites you."" And I must politely decline.",negative,iV46TJKL8cU,0.8,0.15,0.05,9064,https://www.youtube.com/watch?v=iV46TJKL8cU
I wasted 2 hours in my life after watching this movie,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
even the angry birds live action would be better than that,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Please Dubb the maleficent movie 2014 in hindi.,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Can we appreciate the fact that we have Michelle Pfeiffer and Angelina Jolie in the same movie,positive,n0OFH4xpPr4,0.05,0.15,0.8,1253,https://www.youtube.com/watch?v=n0OFH4xpPr4
Angelina Jolie born for this role.,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Aw, shit! It's the OG Ender Dragon herself!",positive,n0OFH4xpPr4,0.05,0.15,0.8,85,https://www.youtube.com/watch?v=n0OFH4xpPr4
So excited to see thisss😮😮❤🎉,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Maleficent first trailer reaction: maleficent is bad now. Teaser 2: dont! U ruin my morning. Shes not bad at all shes protecting whats Right to be loved.,positive,n0OFH4xpPr4,0.05,0.15,0.8,715,https://www.youtube.com/watch?v=n0OFH4xpPr4
Coming to a theater near you Me: *Moves to the moon*,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
All of it rubbish compared to the cartoon Maleficent. She was much better.,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Evil Queen: Magic Mirror on the wall, who’s the fairest of them all? Magic Mirror: You know what, I’m done lying. You are.",negative,iV46TJKL8cU,0.8,0.15,0.05,634,https://www.youtube.com/watch?v=iV46TJKL8cU
Well can you blame Maleficent for not trusting the Prince’s love for Aurora? The one She loved Cut off her wings and went crazy,positive,n0OFH4xpPr4,0.05,0.15,0.8,4380,https://www.youtube.com/watch?v=n0OFH4xpPr4
"She better turn into a badass dragon this time. Original maleficent dragon was amazing, so i really hope that is gonna happen Edit: Guys, in first film it was that crow she turned into a dragon, not herself",positive,n0OFH4xpPr4,0.05,0.15,0.8,275,https://www.youtube.com/watch?v=n0OFH4xpPr4
My 1 month old son took his first steps today!!!! He got up and walked to turn the trailer off 10 seconds in.,negative,iV46TJKL8cU,0.8,0.15,0.05,15175,https://www.youtube.com/watch?v=iV46TJKL8cU
6 year old me: oh boy I hope they make a live action Snow White! Me now: NVM I TAKE IT BACK!,negative,iV46TJKL8cU,0.8,0.15,0.05,237,https://www.youtube.com/watch?v=iV46TJKL8cU
No actress is more suitable for the role of Maleficent other than Angelina Jolie,positive,n0OFH4xpPr4,0.05,0.15,0.8,4125,https://www.youtube.com/watch?v=n0OFH4xpPr4
The gnomes gave me permanent nightmares,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Angelina Jolie plays this role the best!!!,positive,n0OFH4xpPr4,0.05,0.15,0.8,337,https://www.youtube.com/watch?v=n0OFH4xpPr4
The trailer is free but i alredy want my money back.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Is there anyone going to talk about the last part?! That other horned fairy guy, yah know? It's a lousy theory but hey, can't Maleficent get a guy??",positive,n0OFH4xpPr4,0.05,0.15,0.8,251,https://www.youtube.com/watch?v=n0OFH4xpPr4
I love Disney movies but this one is different 😮😮,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"""People need kindness"" said the same person who say ""never know peace""",negative,iV46TJKL8cU,0.8,0.15,0.05,352,https://www.youtube.com/watch?v=iV46TJKL8cU
"If she's the ""fairest in the realm"" then my grandmother is Shakira",negative,iV46TJKL8cU,0.8,0.15,0.05,397,https://www.youtube.com/watch?v=iV46TJKL8cU
"May have came out 10 months ago, but i am still laughing at these comments",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
For those with no extension Current likes/dislikes - 24k/585k Thank you foryour hard work guys :P,negative,iV46TJKL8cU,0.8,0.15,0.05,362,https://www.youtube.com/watch?v=iV46TJKL8cU
Team apple,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"""Magic mirror on the wall, why are the seats so empty in the cinema hall""",negative,iV46TJKL8cU,0.8,0.15,0.05,7875,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror mirror on the wall, this is why I have to TV at all",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror mirror on the wall, why does snow white’s beard outshine them all?",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I just don’t know honey 🍯 I just don’t know,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Guys, I'm in love with an evil stepmother, how can I stop worrying about her?",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"at this point, listening to yuno miles is better than this unbelievable waste of money",negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"Im going to See this movie today for a party, If anyone has watched it is it good?",positive,n0OFH4xpPr4,0.05,0.15,0.8,2,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Mirror mirror, on the wall. When I saw this trailer I wish I made youtube uninstall",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Im so glad and happy and grateful that they came with the idea to make a sequel, this movie was so good to watch. Way to good. Go watch it.",positive,n0OFH4xpPr4,0.05,0.15,0.8,7,https://www.youtube.com/watch?v=n0OFH4xpPr4
this is my another favourite movie,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
looks visually stunning but is there a story there?,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
My favorite Disney live-action,positive,n0OFH4xpPr4,0.05,0.15,0.8,2,https://www.youtube.com/watch?v=n0OFH4xpPr4
Who's here after watching the movie? Maleficent is the Queen of all Disney Villains..,positive,n0OFH4xpPr4,0.05,0.15,0.8,825,https://www.youtube.com/watch?v=n0OFH4xpPr4
"It is nice movie ,I love Maleficent very much!!!",positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
I’m rooting for the bad apple 🍏,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Over 200 million dollars so I can read an amazing comment section, thanks Disney absolutely worth it",negative,iV46TJKL8cU,0.8,0.15,0.05,351,https://www.youtube.com/watch?v=iV46TJKL8cU
I only cam ehere to dislike (im late),negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I couldn’t believe it’s already been 3 years. Felt like we just watched it in the theaters yesterday.,positive,n0OFH4xpPr4,0.05,0.15,0.8,8,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Mirror mirror on the wall, the evil queen is indeed the prettiest lady on the world",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
I saw people trying to blind themselves by looking at the sun after they saw this trailer😂😂,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Mom: Don’t you have violin class today? Me: 𝐃𝐎𝐍’𝐓 𝐫𝐮𝐢𝐧 𝐦𝐲 𝐦𝐨𝐫𝐧𝐢𝐧𝐠,positive,n0OFH4xpPr4,0.05,0.15,0.8,140,https://www.youtube.com/watch?v=n0OFH4xpPr4
What others hear “mirror mirror on the wall who’s the fairest of them all” what I hear mirror mirror on the wall who’s the fairest of the mall”,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"good job, all these comments are now in a famous song. whatever legacy this movie leaves behind, though, i hope is as short as snow whites bob",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
We were watching this on the TV. My uncle woke up from his coma to turn it off. Thank you Disney!,negative,iV46TJKL8cU,0.8,0.15,0.05,405,https://www.youtube.com/watch?v=iV46TJKL8cU
Please eat something,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
i've heard about this,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
Black is not always evil # Maleficent 🎬🎥♥,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Here before they paused the comments,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror Mirror on the wall, who fused ted bundy with a doll",negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Whattt a fantastic movie ♥️♥️♥️ Done watchingg ♥️♥️♥️,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
She is the smartest of Hollywood Actresses,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"oooo my mom will be so happy about this, she loved the first part!",positive,n0OFH4xpPr4,0.05,0.15,0.8,208,https://www.youtube.com/watch?v=n0OFH4xpPr4
I watch it 20 times and still fall in love with Angelina,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
This made the add look good,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
workers: “so how many live actions are we doing this year?” disney: “yes”,positive,n0OFH4xpPr4,0.05,0.15,0.8,2705,https://www.youtube.com/watch?v=n0OFH4xpPr4
Disney deserves the Bud Light treatment.,negative,iV46TJKL8cU,0.8,0.15,0.05,291,https://www.youtube.com/watch?v=iV46TJKL8cU
Queen: She will finally get the love of a REAL mother Maleficent: WELL! WELL!,positive,n0OFH4xpPr4,0.05,0.15,0.8,149,https://www.youtube.com/watch?v=n0OFH4xpPr4
These are the only good disney live actions.,positive,n0OFH4xpPr4,0.05,0.15,0.8,2,https://www.youtube.com/watch?v=n0OFH4xpPr4
who else out here thinking that the Mistress of Evil isn't going to be Maleficent but Prince Phillip's mother?,positive,n0OFH4xpPr4,0.05,0.15,0.8,6839,https://www.youtube.com/watch?v=n0OFH4xpPr4
"This movie was so good! It deserves more love. Angelia Jolie is the perfect Maleficent and Ella Fanning has perfectly grown into the role of Aurora. Her and Phillip were so cute. It was just so good, if you haven't seen it yet, please do so!",positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
Is the snow in Hollywood brown???????,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Rated N for NOOOOOOOO,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
“Love doesn’t always end well” - Disney fantasies just got realistic,positive,n0OFH4xpPr4,0.05,0.15,0.8,5797,https://www.youtube.com/watch?v=n0OFH4xpPr4
I almost had a heart attack at 0:00 when it started,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Snowwhite with the black actress ? 🤣🤣🤣,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
“Coming to theaters near you” only time I’m glad to be in a hospital,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Current count Like : 41K Dislike : Over 1 M Edit : 2 February 2025.,negative,iV46TJKL8cU,0.8,0.15,0.05,587,https://www.youtube.com/watch?v=iV46TJKL8cU
Next year must be showwing the next season😆😆👍👍👍,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Part 1 and part 2 please Hindi dubbed.,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
I remember this,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Parents: If you kids don't behave, I will make you watch this movie.",negative,iV46TJKL8cU,0.8,0.15,0.05,960,https://www.youtube.com/watch?v=iV46TJKL8cU
Who's here in 2025? Because I'm not.,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
They should create an award for best comment section. That’s the only award this movies winning.,negative,iV46TJKL8cU,0.8,0.15,0.05,5098,https://www.youtube.com/watch?v=iV46TJKL8cU
Bro why she look like lord farqwad,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"86 years after the original, 16X the budget with 1/4 of the charm. Disney logic. edit: Adjust for inflation before you comment on how off the budget multiplier is. The movies are nearly 100 years apart.",negative,iV46TJKL8cU,0.8,0.15,0.05,700,https://www.youtube.com/watch?v=iV46TJKL8cU
Saw the movie today..just freaking awesome,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
Amazing movie with great actors Especially Elle Fanning,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
I’m cursed this was released on my birthday 😭,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Whose here after bebe rexha can't stop the girl??,positive,n0OFH4xpPr4,0.05,0.15,0.8,2,https://www.youtube.com/watch?v=n0OFH4xpPr4
More HD and More Colorful.,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
Old sonic systime another version activated 😂,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"mirror mirror on the wall, these comments have not lied at all,mirror mirror on the wall this was disney's biggest fall",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Don't cry because it happened; smile because it's over.,negative,iV46TJKL8cU,0.8,0.15,0.05,642,https://www.youtube.com/watch?v=iV46TJKL8cU
"For those who thinks that Maleficent is the bad guy in this movie IT WAS ACTUALLY QUEEN INGRITH *INGRITH HIRED THIEFT TO STOLE FAIRIES FROM THE MOORS (it was at the start of the movie) AND SHE KEPT THE CURSED SPINNING WHEEL IN THEIR CASTLE *SHE PLANNED EVERYTHING FROM MAKING MALEFICENT ANGRY AT THE DINNER SCENE(if you guys watched the full clip of the dinner scene, ingrith keeps telling Maleficent jokes that are below the belt *AT THE TRAILER YOU MAYBE THOUGHT THAT MALEFICENT HURT THE KING, IT’S ALSO INGRITH ,SHE STABBED KING JOHN (aurora saw it when she tries to prick her finger again on the spinning wheel) *SHE IS BEING PLASTIC TO AURORA *AND THE QUEEN INVITED THE MOORS ON AURORA’S WEDDING BUT IT’S ACTUALLY A TRAP, when all the moors were inside the church, the guards locked the door so the moors couldn't get out. (and when ingrith said “start the music”) one of her servants played the piano and every time the servant pressed the piano a chemical powder will come out and when the moors smelled it they will become a flower I have watched the movie yesterday and it was amazing If you cannot understand what I am saying SORRY FOR MY WRONG GRAMMAR Go ahead and watched the movie",positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Queen Anjelina Jolie is the only one suited for this role 💪👍👸❤️,positive,n0OFH4xpPr4,0.05,0.15,0.8,8,https://www.youtube.com/watch?v=n0OFH4xpPr4
I think the Prince's mother is evil. Why else would she insult her like that?,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"This is the perfect movie to watch on a plane, the odds of two disasters happening to you at the same time are very slim 😅",negative,iV46TJKL8cU,0.8,0.15,0.05,526,https://www.youtube.com/watch?v=iV46TJKL8cU
I wish I could take that Queen aside and let her know she really has nothing to worry about.,negative,iV46TJKL8cU,0.8,0.15,0.05,592,https://www.youtube.com/watch?v=iV46TJKL8cU
Explain: why the hate?,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
she is uh BIRB!!,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Oh look, it’s Snow White and the Seven PS1 Hagrids.",negative,iV46TJKL8cU,0.8,0.15,0.05,733,https://www.youtube.com/watch?v=iV46TJKL8cU
"Am impressed on how Diaval,aurora,maleficent,and the 3 fairy's, they still look the same after 5 years.",positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Just searched this to dislike again,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
I’m a white female. Does that mean I can play the live action Tiana? Disney?,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Imagine if Snow White ate the apple and then the end credits came,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"Me: Mirror mirror on the wall, why could I not tell that this movie was Snow White? Mirror: because the original was weird, weird, weird",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I had to go to therapy after this.,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
For a second I thought those were real! I’m blind btw,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
“Mirror mirror on the wall All the good jokes are taken so i must recall”,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
Shrek has more respect for Snow White than Disney does.,negative,iV46TJKL8cU,0.8,0.15,0.05,13783,https://www.youtube.com/watch?v=iV46TJKL8cU
How are they going to change the actor for Phillip like that??? I swear he was a totally different guy in the last movie. He was always one of my favorite Prince's and I feel like they've completely swept him under the rug.,positive,n0OFH4xpPr4,0.05,0.15,0.8,86,https://www.youtube.com/watch?v=n0OFH4xpPr4
This trailer looks so bad that it makes the Minecraft Movie look good.,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"mirror,mirror on the wall, i would like to delete it all",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
it's great film,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
which disney princess is it??,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
I wish the credits came first,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
As a both deaf and blind person i'll for sure enjoy this movie once it comes out 😊,negative,iV46TJKL8cU,0.8,0.15,0.05,1424,https://www.youtube.com/watch?v=iV46TJKL8cU
Disney I hate You Cause you turned the most gorgeous wonder woman into a devil.,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Am i the only one who finds the guy who plays the crow hot?,positive,n0OFH4xpPr4,0.05,0.15,0.8,200,https://www.youtube.com/watch?v=n0OFH4xpPr4
Thank you at school I need to get Ideas from this trailer to make my own so thanks (I'm not trying to steal it),negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
this was an INCREDIBLE movie.,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"These ain’t the 7 dwarves, these are the seven guys who look like they met on Craigslist",negative,iV46TJKL8cU,0.8,0.15,0.05,294,https://www.youtube.com/watch?v=iV46TJKL8cU
There are comments in this section with more likes than the actual trailer,negative,iV46TJKL8cU,0.8,0.15,0.05,15067,https://www.youtube.com/watch?v=iV46TJKL8cU
This makes the poison apple look delicious,negative,iV46TJKL8cU,0.8,0.15,0.05,6,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror, Mirror, on the wall, How is Disney not close to bankruptcy at all?",negative,iV46TJKL8cU,0.8,0.15,0.05,1605,https://www.youtube.com/watch?v=iV46TJKL8cU
I love it when they make parodies....xD,negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
“i wasnt really asking” “nor was i” oOH SHE SASSY,positive,n0OFH4xpPr4,0.05,0.15,0.8,403,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Now I need a shirt that says:"" dOnT rUiN mY MoRnInG""",positive,n0OFH4xpPr4,0.05,0.15,0.8,1012,https://www.youtube.com/watch?v=n0OFH4xpPr4
You spend years caring for humans now it's time to take care of your own.,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"Prince: ""I shall awaken her with a kiss."" Dwarfs, Queen, Kingdom, Theater Audience, General Public: ""NOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!!!!""",negative,iV46TJKL8cU,0.8,0.15,0.05,3755,https://www.youtube.com/watch?v=iV46TJKL8cU
snow white and the 7 dumb producers edit: her skin is as white as snow and lips as red as a rose me: 🥸🥸😬😬,negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
"To be better, I'd like a new Lana's music for this movie. Thank you Disney.",positive,n0OFH4xpPr4,0.05,0.15,0.8,178,https://www.youtube.com/watch?v=n0OFH4xpPr4
Watched it yesterday by impulse and cryingg because it was reallyyyy good!! just as touching as the first one! Would go to see it again if I had the option. Everyone go watchhh!!,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
you do not know me 😈,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Ironic. Snow white does not hv the white part.,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
mistress of evil is actually queen ingrith !,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Mentally Mitch's videos of him reading the comments brought me here so I could do the exact same thing.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
mxr plays,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
Is this a good movie also for a 23 year old male ?,positive,n0OFH4xpPr4,0.05,0.15,0.8,0,https://www.youtube.com/watch?v=n0OFH4xpPr4
"""Mirror mirror on the wall"" how do i delete disney?",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
I love this movie very much ❤️,positive,n0OFH4xpPr4,0.05,0.15,0.8,1,https://www.youtube.com/watch?v=n0OFH4xpPr4
